subid,sent.len,timestamp,word.len,rt,keypress,correct
36,6,11/18/06 15:09,6,0.833,1,1
36,6,11/18/06 15:09,6,1.113,2,1
36,6,11/18/06 15:09,6,1.157,2,1
36,6,11/18/06 15:09,8,0.717,1,0
36,6,11/18/06 15:09,8,1.492,2,0
36,6,11/18/06 15:10,4,0.372,2,1
36,6,11/18/06 15:10,4,0.546,1,1
36,6,11/18/06 15:10,4,0.892,1,1
36,6,11/18/06 15:10,4,0.906,2,1
36,6,11/18/06 15:10,4,2.388,2,1
36,6,11/18/06 15:10,6,0.665,1,1
36,6,11/18/06 15:10,6,1.349,1,1
36,6,11/18/06 15:10,6,1.357,2,1
36,6,11/18/06 15:10,6,1.439,2,1
36,6,11/18/06 15:10,8,0.383,2,1
36,6,11/18/06 15:10,8,0.566,2,1
36,6,11/18/06 15:10,8,1.146,1,1
36,6,11/18/06 15:11,4,0.785,2,1
36,6,11/18/06 15:11,4,0.842,2,1
36,6,11/18/06 15:11,4,0.871,1,1
36,6,11/18/06 15:11,4,1.329,1,1
36,6,11/18/06 15:11,4,2.592,1,1
36,6,11/18/06 15:11,6,0.883,1,1
36,6,11/18/06 15:11,8,0.581,1,0
36,6,11/18/06 15:11,8,1.106,2,1
36,6,11/18/06 15:11,8,1.125,2,1
37,4,11/18/06 15:46,4,1.455,2,1
37,4,11/18/06 15:46,4,2.198,1,1
37,4,11/18/06 15:46,4,2.464,1,1
37,4,11/18/06 15:46,4,2.766,1,1
37,4,11/18/06 15:46,6,1.23,1,0
37,4,11/18/06 15:46,6,3.24,2,1
37,4,11/18/06 15:46,8,1.404,1,1
37,4,11/18/06 15:46,8,2.286,1,1
37,4,11/18/06 15:46,8,2.654,1,1
37,4,11/18/06 15:47,4,1.427,1,1
37,4,11/18/06 15:47,4,1.634,1,1
37,4,11/18/06 15:47,6,1.298,1,1
37,4,11/18/06 15:47,6,3.039,2,0
37,4,11/18/06 15:47,6,4.327,2,0
37,4,11/18/06 15:47,8,1.36,2,1
37,4,11/18/06 15:47,8,1.405,2,1
37,4,11/18/06 15:47,8,4.563,2,0
37,4,11/18/06 15:48,4,1.186,1,1
37,4,11/18/06 15:48,6,0.629,2,1
37,4,11/18/06 15:48,6,1.095,2,1
37,4,11/18/06 15:48,6,1.602,2,1
37,4,11/18/06 15:48,6,2.018,1,1
37,4,11/18/06 15:48,8,0.547,2,1
37,4,11/18/06 15:48,8,1.231,1,1
37,4,11/18/06 15:48,8,1.232,1,0
37,4,11/18/06 15:48,8,3.077,2,0
37,4,11/18/06 15:49,6,1.53,1,1
37,4,11/18/06 15:49,8,0.447,2,1
37,4,11/18/06 15:49,8,1.049,1,1
37,4,11/18/06 15:49,8,1.053,1,0
38,4,11/18/06 16:02,4,1.528,1,1
38,4,11/18/06 16:02,6,0.582,1,1
38,4,11/18/06 16:02,6,0.688,1,1
38,4,11/18/06 16:02,6,1.367,1,1
38,4,11/18/06 16:02,8,0.854,2,1
38,4,11/18/06 16:02,8,1.784,2,0
38,4,11/18/06 16:03,4,0.765,2,1
38,4,11/18/06 16:03,4,1.483,1,1
38,4,11/18/06 16:03,4,1.566,1,1
38,4,11/18/06 16:03,4,1.894,2,1
38,4,11/18/06 16:03,6,0.598,1,1
38,4,11/18/06 16:03,6,0.792,2,1
38,4,11/18/06 16:03,6,6.066,2,0
38,4,11/18/06 16:03,8,0.43,1,0
38,4,11/18/06 16:03,8,1.24,1,0
38,4,11/18/06 16:03,8,3.317,1,1
38,4,11/18/06 16:03,8,3.872,1,0
38,4,11/18/06 16:04,4,2.324,1,1
38,4,11/18/06 16:04,4,3.466,2,1
38,4,11/18/06 16:04,6,0.53,2,1
38,4,11/18/06 16:04,6,0.931,2,1
38,4,11/18/06 16:04,6,1.315,2,1
38,4,11/18/06 16:04,8,0.617,1,0
38,4,11/18/06 16:04,8,0.914,1,1
38,4,11/18/06 16:04,8,2.351,2,1
38,4,11/18/06 16:04,8,2.49,1,1
38,4,11/18/06 16:04,8,2.949,2,0
38,4,11/18/06 16:05,4,3.364,1,0
38,4,11/18/06 16:05,6,0.679,1,1
38,4,11/18/06 16:05,8,5.11,2,1
39,2,11/18/06 16:55,4,0.392,1,1
39,2,11/18/06 16:55,6,0.443,2,1
39,2,11/18/06 16:55,6,11.648,2,0
39,2,11/18/06 16:55,6,3.794,1,0
39,2,11/18/06 16:55,8,0.53,2,1
39,2,11/18/06 16:55,8,0.672,2,1
39,2,11/18/06 16:55,8,2.139,1,1
39,2,11/18/06 16:55,8,2.809,1,1
39,2,11/18/06 16:56,4,3.986,1,1
39,2,11/18/06 16:56,4,4.475,1,1
39,2,11/18/06 16:56,4,4.5,2,1
39,2,11/18/06 16:56,4,5.679,1,1
39,2,11/18/06 16:56,4,8.356,1,0
39,2,11/18/06 16:56,6,0.467,2,1
39,2,11/18/06 16:56,6,0.846,1,0
39,2,11/18/06 16:56,8,0.51,2,1
39,2,11/18/06 16:56,8,1.346,1,1
39,2,11/18/06 16:57,4,1.394,2,1
39,2,11/18/06 16:57,4,3.568,2,1
39,2,11/18/06 16:57,4,5.685,2,1
39,2,11/18/06 16:57,4,9.525,1,0
39,2,11/18/06 16:57,6,0.158,1,1
39,2,11/18/06 16:57,6,0.336,1,1
39,2,11/18/06 16:57,6,0.48,1,1
39,2,11/18/06 16:57,6,2.227,1,1
39,2,11/18/06 16:57,8,1.854,2,1
39,2,11/18/06 16:58,4,1.555,2,1
39,2,11/18/06 16:58,4,6.389,1,1
39,2,11/18/06 16:58,6,0.508,2,1
39,2,11/18/06 16:58,8,1.412,1,1
40,1,11/18/06 17:28,6,0.148,-1,0
40,1,11/18/06 17:29,4,0.289,1,1
40,1,11/18/06 17:29,4,0.296,1,1
40,1,11/18/06 17:29,4,0.471,2,1
40,1,11/18/06 17:29,4,3.542,1,1
40,1,11/18/06 17:29,6,0.092,1,1
40,1,11/18/06 17:29,6,0.125,2,0
40,1,11/18/06 17:29,6,0.176,1,1
40,1,11/18/06 17:29,6,0.203,1,0
40,1,11/18/06 17:29,6,0.227,1,0
40,1,11/18/06 17:29,6,0.305,1,1
40,1,11/18/06 17:29,6,1.407,1,1
40,1,11/18/06 17:29,8,0.037,2,1
40,1,11/18/06 17:29,8,0.219,1,1
40,1,11/18/06 17:29,8,0.497,1,1
40,1,11/18/06 17:30,4,0.324,2,1
40,1,11/18/06 17:30,4,0.358,2,1
40,1,11/18/06 17:30,4,0.403,2,1
40,1,11/18/06 17:30,4,0.504,1,1
40,1,11/18/06 17:30,4,0.62,1,1
40,1,11/18/06 17:30,4,0.695,1,0
40,1,11/18/06 17:30,6,0.176,1,1
40,1,11/18/06 17:30,6,0.238,1,1
40,1,11/18/06 17:30,6,0.262,1,1
40,1,11/18/06 17:30,6,0.267,1,0
40,1,11/18/06 17:30,6,0.35,2,1
40,1,11/18/06 17:30,8,0.043,2,1
40,1,11/18/06 17:30,8,0.123,2,1
40,1,11/18/06 17:30,8,0.149,2,1
40,1,11/18/06 17:31,6,0.16,1,0
41,24,11/25/06 11:12,4,1.05,1,1
41,24,11/25/06 11:12,4,1.872,2,1
41,24,11/25/06 11:12,4,2.958,2,1
41,24,11/25/06 11:12,4,3.751,1,1
41,24,11/25/06 11:12,4,4.607,2,0
41,24,11/25/06 11:12,6,1.159,1,1
41,24,11/25/06 11:12,6,2.299,1,1
41,24,11/25/06 11:12,6,3.792,1,0
41,24,11/25/06 11:12,8,1.349,1,0
41,24,11/25/06 11:12,8,1.781,1,0
41,24,11/25/06 11:13,4,0.999,2,1
41,24,11/25/06 11:13,4,2.275,1,1
41,24,11/25/06 11:13,6,0.985,1,1
41,24,11/25/06 11:13,6,1.338,1,1
41,24,11/25/06 11:13,6,1.452,1,0
41,24,11/25/06 11:13,6,2.992,2,1
41,24,11/25/06 11:13,8,0.684,1,1
41,24,11/25/06 11:13,8,1.323,1,0
41,24,11/25/06 11:13,8,2.542,1,0
41,24,11/25/06 11:13,8,2.82,1,0
41,24,11/25/06 11:14,4,0.298,1,1
41,24,11/25/06 11:14,4,2.547,1,1
41,24,11/25/06 11:14,6,1.248,1,0
41,24,11/25/06 11:14,6,1.352,1,0
41,24,11/25/06 11:14,6,3.814,2,1
41,24,11/25/06 11:14,8,1.449,1,1
41,24,11/25/06 11:14,8,2.104,2,0
41,24,11/25/06 11:14,8,2.351,1,1
41,24,11/25/06 11:14,8,2.501,2,1
41,24,11/25/06 11:14,8,3.439,1,1
42,12,11/25/06 13:57,8,1.167,2,1
42,12,11/25/06 13:58,4,3.845,2,1
42,12,11/25/06 13:58,6,1.255,1,1
42,12,11/25/06 13:58,6,1.679,1,0
42,12,11/25/06 13:58,6,3.025,1,0
42,12,11/25/06 13:58,8,0.915,1,1
42,12,11/25/06 13:58,8,1.082,1,0
42,12,11/25/06 13:58,8,3.296,1,1
42,12,11/25/06 13:58,8,6.17,2,1
42,12,11/25/06 13:59,4,0.84,1,0
42,12,11/25/06 13:59,4,3.272,1,1
42,12,11/25/06 13:59,4,5.325,1,1
42,12,11/25/06 13:59,6,0.457,1,1
42,12,11/25/06 13:59,6,0.607,1,0
42,12,11/25/06 13:59,6,0.724,1,1
42,12,11/25/06 13:59,6,1.373,1,1
42,12,11/25/06 13:59,6,3.01,1,0
42,12,11/25/06 13:59,8,0.62,1,1
42,12,11/25/06 13:59,8,0.994,2,0
42,12,11/25/06 13:59,8,3.103,1,1
42,12,11/25/06 14:00,4,0.804,2,1
42,12,11/25/06 14:00,4,1.845,1,1
42,12,11/25/06 14:00,4,3.201,2,1
42,12,11/25/06 14:00,6,1.191,1,1
42,12,11/25/06 14:00,6,2.812,1,1
42,12,11/25/06 14:00,6,3.071,1,0
42,12,11/25/06 14:00,8,0.333,2,1
42,12,11/25/06 14:00,8,0.616,2,1
42,12,11/25/06 14:00,8,0.965,2,1
42,12,11/25/06 14:00,8,1.607,2,1
43,8,11/25/06 15:41,4,0.556,2,1
43,8,11/25/06 15:41,4,0.582,1,1
43,8,11/25/06 15:41,4,0.895,1,1
43,8,11/25/06 15:41,4,0.909,2,1
43,8,11/25/06 15:41,6,1.047,1,1
43,8,11/25/06 15:41,6,1.321,2,1
43,8,11/25/06 15:41,6,3.218,2,1
43,8,11/25/06 15:41,8,0.946,1,1
43,8,11/25/06 15:42,4,0.662,2,1
43,8,11/25/06 15:42,4,0.724,1,1
43,8,11/25/06 15:42,4,0.727,1,1
43,8,11/25/06 15:42,6,0.364,1,1
43,8,11/25/06 15:42,6,0.465,2,1
43,8,11/25/06 15:42,6,0.845,1,0
43,8,11/25/06 15:42,8,0.174,1,1
43,8,11/25/06 15:42,8,0.235,2,1
43,8,11/25/06 15:42,8,0.548,1,1
43,8,11/25/06 15:42,8,0.853,1,1
43,8,11/25/06 15:42,8,0.861,1,1
43,8,11/25/06 15:43,4,0.407,1,1
43,8,11/25/06 15:43,4,0.893,2,1
43,8,11/25/06 15:43,6,0.216,1,0
43,8,11/25/06 15:43,6,0.395,1,1
43,8,11/25/06 15:43,6,0.549,2,1
43,8,11/25/06 15:43,6,1.035,2,1
43,8,11/25/06 15:43,8,0.048,2,1
43,8,11/25/06 15:43,8,0,2,1
43,8,11/25/06 15:43,8,0.231,1,1
43,8,11/25/06 15:43,8,0.317,1,1
43,8,11/25/06 15:43,8,0.82,1,1
44,6,11/25/06 15:46,4,0.301,2,1
44,6,11/25/06 15:46,4,0.423,2,1
44,6,11/25/06 15:46,4,0.467,1,1
44,6,11/25/06 15:46,4,0.661,1,1
44,6,11/25/06 15:46,4,0.74,1,1
44,6,11/25/06 15:46,4,0.881,2,1
44,6,11/25/06 15:46,6,0.508,2,1
44,6,11/25/06 15:46,6,0.567,1,1
44,6,11/25/06 15:46,6,1.026,1,1
44,6,11/25/06 15:46,8,0.628,2,1
44,6,11/25/06 15:46,8,0.641,2,1
44,6,11/25/06 15:47,4,0.63,1,1
44,6,11/25/06 15:47,4,1.276,1,1
44,6,11/25/06 15:47,4,2.144,2,1
44,6,11/25/06 15:47,6,0.333,1,1
44,6,11/25/06 15:47,6,0.41,2,1
44,6,11/25/06 15:47,6,0.836,1,1
44,6,11/25/06 15:47,6,2.38,1,1
44,6,11/25/06 15:47,6,2.412,1,1
44,6,11/25/06 15:47,8,0.31,2,1
44,6,11/25/06 15:47,8,0.443,2,1
44,6,11/25/06 15:47,8,0.492,2,1
44,6,11/25/06 15:47,8,0.525,1,1
44,6,11/25/06 15:48,4,0.379,1,1
44,6,11/25/06 15:48,6,0.457,2,1
44,6,11/25/06 15:48,6,0.898,1,1
44,6,11/25/06 15:48,6,1.201,1,1
44,6,11/25/06 15:48,6,1.765,1,1
44,6,11/25/06 15:48,8,0.192,2,1
44,6,11/25/06 15:48,8,0.307,1,1
46,2,12/20/06 12:19,6,2.346,2,1
46,2,12/20/06 12:19,6,3.905,2,1
46,2,12/20/06 12:20,4,0.952,1,1
46,2,12/20/06 12:20,4,1.027,1,1
46,2,12/20/06 12:20,4,1.41,2,1
46,2,12/20/06 12:20,4,2.432,2,1
46,2,12/20/06 12:20,6,1.128,2,1
46,2,12/20/06 12:20,6,1.418,1,1
46,2,12/20/06 12:20,6,2.588,1,0
46,2,12/20/06 12:20,8,1.083,2,1
46,2,12/20/06 12:20,8,1.174,-1,0
46,2,12/20/06 12:20,8,1.285,-1,0
46,2,12/20/06 12:20,8,1.547,2,1
46,2,12/20/06 12:21,4,1.948,2,1
46,2,12/20/06 12:21,4,2.059,2,1
46,2,12/20/06 12:21,4,2.791,2,1
46,2,12/20/06 12:21,6,0.98,1,1
46,2,12/20/06 12:21,6,1.097,1,1
46,2,12/20/06 12:21,8,1.109,1,1
46,2,12/20/06 12:21,8,1.133,1,1
46,2,12/20/06 12:21,8,1.233,1,1
46,2,12/20/06 12:21,8,1.252,2,1
46,2,12/20/06 12:21,8,1.797,1,1
46,2,12/20/06 12:21,8,1.934,1,1
46,2,12/20/06 12:22,4,0.825,1,1
46,2,12/20/06 12:22,6,0.834,1,1
46,2,12/20/06 12:22,6,0.978,2,1
46,2,12/20/06 12:22,6,3.145,1,1
46,2,12/20/06 12:22,8,0.858,2,1
46,2,12/20/06 12:22,8,3.053,1,1
47,3,12/20/06 13:26,4,2.899,1,1
47,3,12/20/06 13:26,4,8.901,2,1
47,3,12/20/06 13:26,6,2.311,1,1
47,3,12/20/06 13:27,4,1.79,2,1
47,3,12/20/06 13:27,4,1.93,1,1
47,3,12/20/06 13:27,4,2.381,2,1
47,3,12/20/06 13:27,4,2.757,2,0
47,3,12/20/06 13:27,4,3.033,2,1
47,3,12/20/06 13:27,6,3.757,1,1
47,3,12/20/06 13:27,6,4.975,2,1
47,3,12/20/06 13:27,8,0.774,1,1
47,3,12/20/06 13:27,8,0.927,2,1
47,3,12/20/06 13:28,4,0.621,2,1
47,3,12/20/06 13:28,4,0.927,2,1
47,3,12/20/06 13:28,4,2.256,2,1
47,3,12/20/06 13:28,4,3.245,1,1
47,3,12/20/06 13:28,4,4.225,1,1
47,3,12/20/06 13:28,6,0.629,1,1
47,3,12/20/06 13:28,6,0.722,1,0
47,3,12/20/06 13:28,6,0.919,2,1
47,3,12/20/06 13:28,8,0.31,1,1
47,3,12/20/06 13:28,8,0.367,1,1
47,3,12/20/06 13:28,8,1.356,2,1
47,3,12/20/06 13:28,8,1.685,1,0
47,3,12/20/06 13:29,4,0.306,2,1
47,3,12/20/06 13:29,4,2.177,1,1
47,3,12/20/06 13:29,4,2.901,2,0
47,3,12/20/06 13:29,6,0.43,2,1
47,3,12/20/06 13:29,6,0.92,2,1
47,3,12/20/06 13:29,8,1.035,1,1
48,3,12/20/06 13:47,4,0.345,2,1
48,3,12/20/06 13:47,4,0.447,2,1
48,3,12/20/06 13:47,4,1.404,2,1
48,3,12/20/06 13:47,6,0.433,2,1
48,3,12/20/06 13:47,6,0.453,1,1
48,3,12/20/06 13:47,6,0.764,1,0
48,3,12/20/06 13:47,6,2.306,2,1
48,3,12/20/06 13:47,6,2.428,1,1
48,3,12/20/06 13:47,8,0.361,2,1
48,3,12/20/06 13:47,8,0.581,2,1
48,3,12/20/06 13:47,8,0.64,2,1
48,3,12/20/06 13:47,8,0.644,1,0
48,3,12/20/06 13:47,8,0.668,2,1
48,3,12/20/06 13:48,4,0.218,2,1
48,3,12/20/06 13:48,4,0.468,2,1
48,3,12/20/06 13:48,4,0.492,2,1
48,3,12/20/06 13:48,4,0.784,1,1
48,3,12/20/06 13:48,4,0.824,1,1
48,3,12/20/06 13:48,4,0.895,1,1
48,3,12/20/06 13:48,6,0.528,1,0
48,3,12/20/06 13:48,6,0.614,1,0
48,3,12/20/06 13:48,6,1.19,1,1
48,3,12/20/06 13:48,8,0.249,1,0
48,3,12/20/06 13:48,8,0.572,1,1
48,3,12/20/06 13:48,8,1.099,2,1
48,3,12/20/06 13:48,8,1.524,1,1
48,3,12/20/06 13:49,4,0.384,1,1
48,3,12/20/06 13:49,4,0.543,1,0
48,3,12/20/06 13:49,8,0.521,2,1
48,3,12/20/06 13:49,8,0.896,2,0
49,24,12/20/06 13:53,4,1.552,2,0
49,24,12/20/06 13:53,4,2.278,1,1
49,24,12/20/06 13:53,6,1.211,1,0
49,24,12/20/06 13:54,4,4.874,1,1
49,24,12/20/06 13:54,6,2.077,1,0
49,24,12/20/06 13:54,6,2.265,2,0
49,24,12/20/06 13:54,6,3.02,1,1
49,24,12/20/06 13:54,6,3.396,2,1
49,24,12/20/06 13:54,6,4.431,2,1
49,24,12/20/06 13:54,8,0.679,2,1
49,24,12/20/06 13:54,8,1.455,1,1
49,24,12/20/06 13:54,8,2.929,1,1
49,24,12/20/06 13:55,4,0.864,2,1
49,24,12/20/06 13:55,4,1.752,1,1
49,24,12/20/06 13:55,4,2.664,1,1
49,24,12/20/06 13:55,6,0.671,1,1
49,24,12/20/06 13:55,6,2.258,2,1
49,24,12/20/06 13:55,8,0.769,2,1
49,24,12/20/06 13:55,8,1.332,1,1
49,24,12/20/06 13:55,8,1.803,1,1
49,24,12/20/06 13:55,8,3.694,1,1
49,24,12/20/06 13:55,8,3.988,2,1
50,8,12/20/06 14:13,4,0.861,1,1
50,8,12/20/06 14:13,8,1.508,1,0
50,8,12/20/06 14:14,4,0.12,1,1
50,8,12/20/06 14:14,4,0.28,1,1
50,8,12/20/06 14:14,4,3.58,1,0
50,8,12/20/06 14:14,6,0.023,1,1
50,8,12/20/06 14:14,6,0.13,1,1
50,8,12/20/06 14:14,6,0.342,2,1
50,8,12/20/06 14:14,6,0.406,2,0
50,8,12/20/06 14:14,6,0.653,2,1
50,8,12/20/06 14:14,6,5.902,1,1
50,8,12/20/06 14:14,8,2.097,1,0
50,8,12/20/06 14:14,8,3.265,2,0
50,8,12/20/06 14:15,4,0.291,2,1
50,8,12/20/06 14:15,4,4.792,2,1
50,8,12/20/06 14:15,6,0.369,1,0
50,8,12/20/06 14:15,6,10.02,2,0
50,8,12/20/06 14:15,6,1.262,2,0
50,8,12/20/06 14:15,6,1.842,1,1
50,8,12/20/06 14:15,8,0.169,2,0
50,8,12/20/06 14:15,8,0.249,2,1
50,8,12/20/06 14:15,8,1.638,1,1
50,8,12/20/06 14:15,8,2.214,2,1
50,8,12/20/06 14:16,4,0.45,2,1
50,8,12/20/06 14:16,6,1.246,1,1
50,8,12/20/06 14:16,6,1.818,1,0
50,8,12/20/06 14:16,6,2.113,1,1
50,8,12/20/06 14:16,6,4.469,1,1
50,8,12/20/06 14:16,8,0.321,1,1
50,8,12/20/06 14:16,8,1.057,1,1
51,12,12/20/06 14:07,4,1.085,2,1
51,12,12/20/06 14:07,4,1.239,1,1
51,12,12/20/06 14:07,4,1.413,2,1
51,12,12/20/06 14:07,4,7.514,2,1
51,12,12/20/06 14:07,6,1.23,1,1
51,12,12/20/06 14:07,6,4.456,-1,0
51,12,12/20/06 14:07,8,11.883,1,1
51,12,12/20/06 14:08,4,1.367,2,1
51,12,12/20/06 14:08,6,3.317,2,0
51,12,12/20/06 14:08,6,3.716,1,1
51,12,12/20/06 14:08,6,3.793,1,0
51,12,12/20/06 14:08,8,1.018,2,1
51,12,12/20/06 14:08,8,1.687,2,1
51,12,12/20/06 14:08,8,3.225,1,1
51,12,12/20/06 14:08,8,4.454,2,0
51,12,12/20/06 14:09,4,0.933,2,1
51,12,12/20/06 14:09,4,2.292,2,1
51,12,12/20/06 14:09,4,3.455,1,1
51,12,12/20/06 14:09,6,1.338,1,1
51,12,12/20/06 14:09,6,5.713,1,0
51,12,12/20/06 14:09,8,0.415,2,1
51,12,12/20/06 14:09,8,0.787,2,0
51,12,12/20/06 14:09,8,0.992,2,1
51,12,12/20/06 14:09,8,1.048,2,1
51,12,12/20/06 14:09,8,2.183,1,1
51,12,12/20/06 14:10,4,2.692,1,0
51,12,12/20/06 14:10,4,4,1,1
51,12,12/20/06 14:10,6,3.888,1,0
51,12,12/20/06 14:10,8,0.487,1,1
51,12,12/20/06 14:10,8,0.87,2,0
52,6,12/20/06 14:31,4,0.604,1,1
52,6,12/20/06 14:31,4,6.158,2,1
52,6,12/20/06 14:31,6,0.298,2,1
52,6,12/20/06 14:31,6,1.346,1,1
52,6,12/20/06 14:31,8,0.439,1,0
52,6,12/20/06 14:31,8,0.849,-1,0
52,6,12/20/06 14:31,8,1.255,-1,0
52,6,12/20/06 14:31,8,2.9,-1,0
52,6,12/20/06 14:32,4,0.479,2,0
52,6,12/20/06 14:32,4,0.51,2,0
52,6,12/20/06 14:32,4,0.815,1,1
52,6,12/20/06 14:32,4,1.282,2,0
52,6,12/20/06 14:32,4,3.019,1,0
52,6,12/20/06 14:32,6,0.151,2,1
52,6,12/20/06 14:32,6,0.387,1,0
52,6,12/20/06 14:32,6,0.797,2,1
52,6,12/20/06 14:32,8,0.232,2,1
52,6,12/20/06 14:32,8,0.339,2,1
52,6,12/20/06 14:32,8,0.411,1,1
52,6,12/20/06 14:32,8,0.571,2,1
52,6,12/20/06 14:32,8,0.641,2,1
52,6,12/20/06 14:33,4,0.236,1,1
52,6,12/20/06 14:33,4,0.423,2,0
52,6,12/20/06 14:33,4,0.638,1,1
52,6,12/20/06 14:33,4,1.319,2,1
52,6,12/20/06 14:33,6,0.198,1,1
52,6,12/20/06 14:33,6,0.333,1,0
52,6,12/20/06 14:33,6,0.587,2,0
52,6,12/20/06 14:33,6,0.687,2,0
52,6,12/20/06 14:33,6,0.836,2,1
53,4,12/20/06 15:23,4,1.465,1,0
53,4,12/20/06 15:23,4,3.068,2,1
53,4,12/20/06 15:23,6,0.771,1,1
53,4,12/20/06 15:23,6,0.914,1,0
53,4,12/20/06 15:23,6,0.983,2,1
53,4,12/20/06 15:23,6,1.173,2,1
53,4,12/20/06 15:23,6,2.028,1,1
53,4,12/20/06 15:23,6,2.144,2,1
53,4,12/20/06 15:23,8,2.495,1,1
53,4,12/20/06 15:24,4,0.89,1,1
53,4,12/20/06 15:24,4,4.601,2,0
53,4,12/20/06 15:24,6,0.333,2,1
53,4,12/20/06 15:24,6,1.104,2,1
53,4,12/20/06 15:24,6,2.954,2,1
53,4,12/20/06 15:24,6,3.325,1,0
53,4,12/20/06 15:24,6,3.624,1,0
53,4,12/20/06 15:24,6,3.87,2,1
53,4,12/20/06 15:24,8,0.926,1,1
53,4,12/20/06 15:24,8,1.118,1,1
53,4,12/20/06 15:25,4,1.218,2,1
53,4,12/20/06 15:25,4,4.146,1,0
53,4,12/20/06 15:25,4,4.169,1,1
53,4,12/20/06 15:25,6,1.507,2,1
53,4,12/20/06 15:25,6,3.538,2,0
53,4,12/20/06 15:25,6,4.404,2,1
53,4,12/20/06 15:25,8,0.838,2,1
53,4,12/20/06 15:25,8,1.878,2,1
53,4,12/20/06 15:25,8,2.401,1,1
53,4,12/20/06 15:26,6,0.606,2,0
53,4,12/20/06 15:26,8,2.557,1,1
54,3,12/20/06 15:53,6,0.405,1,1
54,3,12/20/06 15:53,6,1.781,1,1
54,3,12/20/06 15:53,8,0.153,2,1
54,3,12/20/06 15:54,4,0.098,2,1
54,3,12/20/06 15:54,4,0.209,1,1
54,3,12/20/06 15:54,4,0.791,2,1
54,3,12/20/06 15:54,6,0.04,2,1
54,3,12/20/06 15:54,6,0.117,2,1
54,3,12/20/06 15:54,6,0.147,1,1
54,3,12/20/06 15:54,6,0.267,2,1
54,3,12/20/06 15:54,6,0.396,1,1
54,3,12/20/06 15:54,6,0.559,1,0
54,3,12/20/06 15:54,8,0.065,2,1
54,3,12/20/06 15:54,8,0,1,1
54,3,12/20/06 15:54,8,0.125,2,1
54,3,12/20/06 15:54,8,0.158,1,1
54,3,12/20/06 15:54,8,0.267,1,1
54,3,12/20/06 15:55,4,0.099,2,1
54,3,12/20/06 15:55,4,0.156,1,1
54,3,12/20/06 15:55,4,0.209,2,1
54,3,12/20/06 15:55,6,0.129,2,0
54,3,12/20/06 15:55,6,0.381,1,0
54,3,12/20/06 15:55,6,0.522,1,0
54,3,12/20/06 15:55,8,0.077,2,1
54,3,12/20/06 15:55,8,0.17,1,1
54,3,12/20/06 15:55,8,0.204,1,1
54,3,12/20/06 15:55,8,0,2,1
54,3,12/20/06 15:55,8,0.374,2,0
54,3,12/20/06 15:55,8,0.872,2,1
54,3,12/20/06 15:55,8,0.924,1,1
55,2,12/20/06 16:41,6,0.415,1,1
55,2,12/20/06 16:41,6,0.521,1,1
55,2,12/20/06 16:41,6,0.64,2,1
55,2,12/20/06 16:41,6,1.025,2,1
55,2,12/20/06 16:41,6,1.184,2,1
55,2,12/20/06 16:41,8,0.524,1,1
55,2,12/20/06 16:41,8,0.679,2,1
55,2,12/20/06 16:41,8,3.176,2,1
55,2,12/20/06 16:42,4,0.606,2,1
55,2,12/20/06 16:42,4,0.682,1,1
55,2,12/20/06 16:42,4,1.789,1,1
55,2,12/20/06 16:42,4,2.496,1,1
55,2,12/20/06 16:42,6,0.331,2,1
55,2,12/20/06 16:42,6,10.925,1,1
55,2,12/20/06 16:42,6,1.244,2,1
55,2,12/20/06 16:42,6,1.941,1,1
55,2,12/20/06 16:42,8,0.427,1,1
55,2,12/20/06 16:42,8,0.601,2,1
55,2,12/20/06 16:43,4,0.432,2,1
55,2,12/20/06 16:43,4,0.682,1,1
55,2,12/20/06 16:43,4,1.143,2,0
55,2,12/20/06 16:43,4,8.151,1,0
55,2,12/20/06 16:43,6,0.774,1,1
55,2,12/20/06 16:43,6,10.406,1,0
55,2,12/20/06 16:43,8,0.63,2,1
55,2,12/20/06 16:43,8,4.03,2,1
55,2,12/20/06 16:44,4,10.34,1,1
55,2,12/20/06 16:44,6,0.435,2,1
55,2,12/20/06 16:44,6,2.969,2,0
55,2,12/20/06 16:44,8,1.679,2,1
56,1,12/21/06 10:55,4,0.61,1,1
56,1,12/21/06 10:55,4,0.869,2,1
56,1,12/21/06 10:55,4,0.937,1,1
56,1,12/21/06 10:55,4,4.86,1,1
56,1,12/21/06 10:55,6,0.887,1,1
56,1,12/21/06 10:55,6,1.373,2,1
56,1,12/21/06 10:56,4,0.282,2,1
56,1,12/21/06 10:56,4,0.881,2,1
56,1,12/21/06 10:56,6,0.64,2,1
56,1,12/21/06 10:56,6,0.929,1,1
56,1,12/21/06 10:56,6,1.135,1,1
56,1,12/21/06 10:56,6,2.603,2,1
56,1,12/21/06 10:56,8,0.04,2,1
56,1,12/21/06 10:56,8,0.219,1,1
56,1,12/21/06 10:56,8,0.713,2,1
56,1,12/21/06 10:56,8,1.036,2,1
56,1,12/21/06 10:57,4,0.567,2,1
56,1,12/21/06 10:57,4,3.33,1,1
56,1,12/21/06 10:57,6,0.209,1,1
56,1,12/21/06 10:57,6,0.25,2,1
56,1,12/21/06 10:57,6,3.96,1,1
56,1,12/21/06 10:57,8,0.009,1,1
56,1,12/21/06 10:57,8,0.098,2,1
56,1,12/21/06 10:57,8,0.117,2,1
